set_name,set_code,set_release_date,set_total_cards,pack_name,card_name,card_number,card_rarity,card_type
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Gabite,122,Uncommon,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Garchomp,123,Rare,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Lickitung,124,Common,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Lickilicky ex,125,Double Rare,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Eevee,126,Common,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Porygon,127,Common,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Porygon2,128,Uncommon,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Porygon-Z,129,Rare,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Aipom,130,Common,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Ambipom,131,Common,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Starly,132,Common,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Staravia,133,Common,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Staraptor,134,Uncommon,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Glameow,139,Common,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Purugly,140,Uncommon,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Chatot,141,Common,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Fan Rotom,142,Common,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Regigigas,143,Rare,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Armor Fossil,145,Common,Fossil
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Lum Berry,149,Uncommon,Tool
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Cynthia,152,Uncommon,Supporter
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Carnivine,158,Art Rare,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Gastrodon,161,Art Rare,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Manaphy,162,Art Rare,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Rotom,164,Art Rare,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Giratina,167,Art Rare,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Cresselia,168,Art Rare,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Rhyperior,169,Art Rare,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Hippopotas,171,Art Rare,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Spiritomb,172,Art Rare,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Garchomp,175,Art Rare,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Staraptor,176,Art Rare,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Glameow,178,Art Rare,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Infernape ex,181,Super Rare,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Palkia ex,182,Super Rare,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Mismagius ex,184,Super Rare,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Weavile ex,186,Super Rare,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Lickilicky ex,189,Super Rare,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Cyrus,190,Super Rare,Supporter
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Cynthia,192,Super Rare,Supporter
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Mars,195,Super Rare,Supporter
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Infernape ex,197,Special Art Rare,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Mismagius ex,199,Special Art Rare,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Weavile ex,201,Special Art Rare,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Lickilicky ex,203,Special Art Rare,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Palkia ex,204,Immersive Rare,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Palkia ex,206,Crown Rare,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Dialga ex,207,Crown Rare,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Infernape ex,29,Double Rare,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Magnezone,53,Rare,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Misdreavus,66,Common,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Giratina,78,Rare,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Weavile ex,99,Double Rare,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Lickitung,124,Common,Pokémon
Space-Time Smackdown,a2,"January 29, 2025",250,Space-Time Smackdown,Lickilicky ex,125,Double Rare,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Exeggcute,1,Common,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Exeggutor,2,Uncommon,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Celebi ex,3,Double Rare,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Servine,5,Uncommon,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Morelull,7,Common,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Shiinotic,8,Uncommon,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Dhelmise,9,Uncommon,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Ponyta,10,Common,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Rapidash,11,Uncommon,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Magmar,12,Uncommon,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Larvesta,13,Common,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Volcarona,14,Rare,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Salandit,15,Common,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Salazzle,16,Common,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Vaporeon,19,Rare,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Finneon,20,Common,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Lumineon,21,Uncommon,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Chewtle,22,Common,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Drednaw,23,Uncommon,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Cramorant,24,Common,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Pikachu,25,Common,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Raichu,26,Rare,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Electabuzz,27,Uncommon,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Joltik,28,Common,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Galvantula,29,Uncommon,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Dedenne,30,Common,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Mew,31,Rare,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Mew ex,32,Double Rare,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Sigilyph,33,Uncommon,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Elgyem,34,Common,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Beheeyem,35,Uncommon,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Flabébé,36,Common,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Floette,37,Common,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Florges,38,Uncommon,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Swirlix,39,Common,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Slurpuff,40,Common,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Mankey,41,Common,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Primeape,42,Common,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Geodude,43,Common,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Graveler,44,Uncommon,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Golem,45,Rare,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Aerodactyl ex,46,Double Rare,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Stonjourner,48,Uncommon,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Koffing,49,Common,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Weezing,50,Uncommon,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Purrloin,51,Common,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Liepard,52,Common,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Venipede,53,Common,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Whirlipede,54,Common,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Scolipede,55,Uncommon,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Druddigon,56,Uncommon,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Tauros,60,Rare,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Eevee,61,Common,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Chatot,62,Common,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Pokémon Flute,64,Uncommon,Item
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Mythical Slab,65,Uncommon,Item
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Budding Expeditioner,66,Uncommon,Supporter
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Blue,67,Uncommon,Supporter
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Exeggutor,69,Art Rare,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Serperior,70,Art Rare,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Salandit,71,Art Rare,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Vaporeon,72,Art Rare,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Dedenne,73,Art Rare,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Marshadow,74,Art Rare,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Celebi ex,75,Super Rare,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Gyarados ex,76,Super Rare,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Mew ex,77,Super Rare,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Aerodactyl ex,78,Super Rare,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Pidgeot ex,79,Super Rare,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Budding Expeditioner,80,Super Rare,Supporter
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Blue,81,Super Rare,Supporter
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Leaf,82,Super Rare,Supporter
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Mew ex,83,Special Art Rare,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Aerodactyl ex,84,Special Art Rare,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Celebi ex,85,Immersive Rare,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Mew ex,86,Crown Rare,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Celebi ex,3,Double Rare,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Servine,5,Uncommon,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Vaporeon,19,Rare,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Mew ex,32,Double Rare,Pokémon
Mythical Island,a1a,"December 17, 2024",81,Mythical Island,Aerodactyl ex,46,Double Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Venusaur,3,Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Weedle,8,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Kakuna,9,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Beedrill,10,Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Venonat,16,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Venomoth,17,Uncommon,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Scyther,25,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Pinsir,26,Uncommon,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Cottonee,27,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Whimsicott,28,Uncommon,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Petilil,29,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Lilligant,30,Uncommon,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Ponyta,42,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Rapidash,43,Uncommon,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Heatmor,48,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Salandit,49,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Salazzle,50,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Sizzlipede,51,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Centiskorch,52,Uncommon,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Psyduck,57,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Golduck,58,Uncommon,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Tentacool,62,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Tentacruel,63,Uncommon,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Shellder,66,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Cloyster,67,Uncommon,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Krabby,68,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Kingler,69,Uncommon,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Vaporeon,80,Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Articuno,83,Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Articuno ex,84,Double Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Bruxish,91,Uncommon,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Snom,92,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Frosmoth,93,Uncommon,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Blitzle,105,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Zebstrika,106,Uncommon,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Tynamo,107,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Eelektrik,108,Uncommon,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Eelektross,109,Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Helioptile,110,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Heliolisk,111,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Pincurchin,112,Uncommon,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Slowpoke,118,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Slowbro,119,Uncommon,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Gastly,120,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Haunter,121,Uncommon,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Gengar,122,Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Gengar ex,123,Double Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Mr. Mime,126,Uncommon,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Mewtwo,128,Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Ralts,130,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Kirlia,131,Uncommon,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Woobat,133,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Swoobat,134,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Golett,135,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Golurk,136,Uncommon,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Sandshrew,137,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Sandslash,138,Uncommon,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Marowak,152,Uncommon,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Marowak ex,153,Double Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Hitmonlee,154,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Rhyhorn,156,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Rhydon,157,Uncommon,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Clobbopus,162,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Grapploct,163,Uncommon,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Ekans,164,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Arbok,165,Uncommon,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Zubat,172,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Golbat,173,Uncommon,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Grimer,174,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Muk,175,Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Koffing,176,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Weezing,177,Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Pawniard,179,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Bisharp,180,Uncommon,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Dratini,183,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Dragonair,184,Uncommon,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Dragonite,185,Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Pidgey,186,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Pidgeotto,187,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Pidgeot,188,Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Rattata,189,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Raticate,190,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Doduo,199,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Dodrio,200,Uncommon,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Lickitung,201,Uncommon,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Ditto,205,Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Eevee,207,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Porygon,209,Uncommon,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Aerodactyl,210,Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Minccino,212,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Cinccino,213,Uncommon,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Wooloo,214,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Dubwool,215,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Koga,222,Uncommon,Supporter
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Bulbasaur,227,Art Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Cubone,239,Art Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Golbat,242,Art Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Weezing,243,Art Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Dragonite,244,Art Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Pidgeot,245,Art Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Ditto,247,Art Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Porygon,249,Art Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Venusaur ex,251,Super Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Articuno ex,258,Super Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Gengar ex,261,Super Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Mewtwo ex,262,Super Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Marowak ex,264,Super Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Koga,269,Super Rare,Supporter
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Giovanni,270,Super Rare,Supporter
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Articuno ex,275,Special Art Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Gengar ex,277,Special Art Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Mewtwo ex,282,Immersive Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Charizard ex,284,Crown Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Pikachu ex,285,Crown Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Mewtwo ex,286,Crown Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Articuno ex,84,Double Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Gastly,120,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Haunter,121,Uncommon,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Gengar ex,123,Double Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Marowak ex,153,Double Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Oddish,11,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Gloom,12,Uncommon,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Vileplume,13,Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Bellsprout,18,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Weepinbell,19,Uncommon,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Victreebel,20,Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Exeggutor,22,Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Exeggutor ex,23,Double Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Tangela,24,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Pinsir,26,Uncommon,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Cottonee,27,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Whimsicott,28,Uncommon,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Petilil,29,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Lilligant,30,Uncommon,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Skiddo,31,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Gogoat,32,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Charmeleon,34,Uncommon,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Charizard,35,Rare,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Vulpix,37,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Ninetales,38,Uncommon,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Ponyta,42,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Rapidash,43,Uncommon,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Magmar,44,Common,Pokémon
Genetic Apex,a1,"October 30, 2024",368,Genetic Apex,Flareon,45,Rare,Pokémon
